gold_label,sentence1,sentence2,sentence1_opus,sentence2_opus
entailment,I believe just the opposite.,I don't think that's true.,Ang kabaligtaran ang pinaniniwalaan ko.,Sa palagay ko'y hindi totoo iyan.
entailment,Boston  A second one just hit the Trade Center.,The Trade Center was hit.,Ang Boston A ikalawa ay tumama lamang sa Trade Center.,Ang Trade Center ay tinamaan.
entailment,Pundits often say history is written by the winners.,Pundits say the winners tell history.,Kadalasang sinasabi ni Pundits na ang kasaysayan ay isinulat ng mga nanalo.,Sinasabi ni Pundits na ang mga nanalo ay nagsasabi ng kasaysayan.
entailment,Prudie agrees there is something tacky about being seen chewing gum.,Prudie thinks that it is not a good thing to be seen chewing gum.,Sang - ayon si Prudie na may tacky tungkol sa makitang pagnguya ng chewing gum.,Inaakala ni Pridie na hindi mabuting makita ang chewing gum.
entailment,"Consider this figure in light of the fact that the largest English dictionary--now out of print--had 600,000 or so entries, including many obsolete forms.",The largest dictionary is now out of print.,"Isaalang - alang ang bilang na ito kung isasaalang - alang ang bagay na ang pinakamalaking diksiyunaryong Ingles-ngayon ay hindi na inililimbag, may 600,000 o higit pang mga sulat, pati na ang maraming lipás nang mga anyo.",Ang pinakamalaking diksiyunaryo ay hindi na inililimbag ngayon.
entailment,"Make my coat look new, dear, sew it!",I need you to mend my coat by sewing it.,"Gawing bago, mahal, tahiin mo ito!",Kailangang ayusin ninyo ang aking amerikana sa pamamagitan ng pananahi nito.
entailment,"Mihdhar gave his intended address as the Marriott Hotel, New York City, but instead spent one night at another New York hotel.",Mihdhar did not stay at the hotel he indicated he would.,"Ibinigay ni Mihdhar ang kaniyang nilayon na direksiyon bilang ang Marriott Hotel, New York City, subalit sa halip ay gumugol ng isang gabi sa isa pang otel sa New York.",Si Mihdhar ay hindi nanatili sa otel na kaniyang sinabi na kaniyang iiwan.
entailment,"Taken in this context, the recent publication of the Omni Gazetteer of the United States of America , despite its 1,500,000 entries, may properly be seen as only a first step, albeit an ambitious one.",The Omni Gazetteer of the United States is a first step.,"Nakuha sa kontekstong ito, ang kamakailang publikasyon ng Omni Gazetteer ng Estados Unidos ng Amerika , sa kabila ng 1,500,000 mga entidad nito, ay maaaring wastong makita bilang isang unang hakbang lamang, bagaman ito ay isang ambisyosong hakbang.",Ang Omni Gazetteer ng Estados Unidos ang unang hakbang.
entailment,P. S. A tribute donation to the IMA makes a wonderful holiday gift.,A donation in honor of someone would make a great gift for the holidays.,Ang donasyong tributo sa IMA ng P. S. ay isang napakagandang regalo para sa pista.,Ang isang donasyon na nagpaparangal sa isa ay magbibigay ng malaking regalo para sa mga kapistahan.
entailment,"Even if withdrawal were allowed, this may not protect the attorney from ethical obligations to vigorously represent the client, or from claims of malpractice.",The attorney may face liability even if they withdraw from the case.,"Kahit na kung pinapayagan ang pag - urong, maaaring hindi nito ipagsanggalang ang abugado mula sa mga obligasyon sa etika upang aktibong katawanin ang kliyente, o mula sa mga pag - aangkin ng maling paggagamot.",Ang abogado ay maaaring mapaharap sa pananagutan kahit na lumayo sila sa kaso.
entailment,"Umeda marks the northern end of the business and entertainment district popularly known as Kita (meaning simply  North ), and is the very essence of modern Osaka's hustle and bustle.",Umeda is the north end of the entertainment district.,"Ang Umeda ay nagmamarka sa hilagang dulo ng distrito ng negosyo at libangan na popular na kilala bilang Kita (ibig sabihin ay Hilaga lamang ), at ito ang mismong diwa ng abala at abalang - abalang modernong Osaka.",Ang Umeda ay ang hilagang dulo ng distrito ng libangan.
entailment,But it'll be about the Old Wolf that he wants to see you.,He wants to see you about the Old Wolf.,Ngunit tungkol ito sa Old Wolf na nais niyang makita ka.,Gusto ka niyang makita tungkol sa Old Wolf.
entailment,"As for challenges, I am currently looking for a word that can be cut into two successively smaller forms.",I have not had an easy time finding a word that can be cut into two successively smaller forms.,"Kung tungkol naman sa mga hamon, ako ngayon ay naghahanap ng isang salita na maaaring hiwain sa dalawang sunud - sunod na mas maliliit na anyo.",Hindi ako nagkaroon ng madaling panahon na makasumpong ng isang salita na maaaring hiwain sa dalawang sunud - sunod na mas maliliit na anyo.
entailment,and that what i think is gonna be really interesting is what we do about it i mean we are gonna have to change the people who represent us,We have to make changes to those that represent us.,at na ang iniisip ko ay gonna maging talagang kawili - wili ay kung ano ang ginagawa natin dito ay ibig sabihin na tayo ay gonna kailangang baguhin ang mga tao na kumakatawan sa atin,Kailangan tayong gumawa ng mga pagbabago sa mga kumakatawan sa atin.
entailment,and uh sometimes it's nice to go out and have a salad,I occasionally like to eat salad.,at ang uh kung minsan ay masarap lumabas at magkaroon ng ensalada,Paminsan - minsan ay gusto kong kumain ng ensalada.
entailment,Figure 3 shows the basic results for the two models.,Figure 3 shows what the models do.,Ipinakikita ng Larawan 3 ang pangunahing mga resulta para sa dalawang modelo.,Ipinakikita ng larawan 3 kung ano ang ginagawa ng mga modelo.
entailment,"There were numerous technical problems, especially with the Hellfire missiles.",The Hellfire missiles had technical errors.,"Maraming teknikal na mga problema, lalo na sa Hellfire missiles.",Ang Hellfire missiles ay may teknikal na mga pagkakamali.
entailment,"Between 1936 and 1940 Greece was under the military dictatorship of Ioannis Metaxas, remembered for the resounding echi ( no ) he gave in reply to Mussolini's ultimatum to surrender in 1940.",Greece is one of the countries in the world that has had a dictator.,"Sa pagitan ng 1936 at 1940 ang Gresya ay nasa ilalim ng diktadurang militar ni Ioannis Metaxas, na naalala dahil sa umaalingawngaw na echi (hindi ) na ibinigay niya bilang tugon sa ultimatum ni Mussolini na sumuko noong 1940.",Ang Gresya ay isa sa mga bansa sa mundo na nagkaroon ng diktador.
entailment,"The Nerds, who hole up in the economics and computer classrooms, have an even more hopeless position.",The Nerds are hopeless.,"Ang mga Nerd, na pumapasok sa mga silid - aralan sa ekonomiya at computer, ay may higit pang kalagayan na wala nang pag - asa.",Ang mga Nerd ay walang pag - asa.
entailment,"As the state contracts out more of its information technology and management functions, it is also essential that it have good contract management expertise.",It is important to manage contracts well when signing more contracts.,"Habang ang estado ay gumagawa ng higit sa mga tungkulin nito sa teknolohiya ng impormasyon at pangangasiwa, mahalaga rin na ito ay may mahusay na kasanayan sa pangangasiwa ng kontrata.",Mahalaga na pangasiwaang mabuti ang mga kontrata kapag pumipirma ng mas maraming kontrata.
entailment,"Besides, how could their staying have helped me?  And as Pitt did not answer him:  Ye see?  he said, and shrugged.",He had moved his shoulders in a sign of acceptance.,"Bukod dito, paano ngang ang kanilang pagtira ay nakatulong sa akin? At gaya ni Pitt na hindi sumagot sa kaniya: Kayo'y nakakakita? kaniyang sinabi, at nagkikibit ng loob.",Kaniyang inilipat ang kaniyang mga balikat sa isang tanda ng pagtanggap.
entailment,well oh well that's interesting do you uh did you take classes to learn how to do that,Where did you learn how to do that?,Mabuti't kawili - wili iyan kung ikaw ay nag - aral upang matutuhan kung paano gagawin iyan,Saan mo natutuhang gawin iyan?
entailment,"To assist you with your contribution, please feel free to call Kathy Dannels, Director of Development, at 924-6770 ext.",Please call Kathy Dannels if you would like to discuss your contribution.,"Upang tulungan ka sa iyong kontribusyon, pakisuyong malayang tawagin si Kathy Dannels, Direktor ng Development, sa 924-6770 ext.",Pakisuyong tawagan si Kathy Dannels kung nais mong pag - usapan ang inyong abuloy.
entailment,"A third feature, a convergence versus divergence along flows in state space that characterizes the ordered versus chaotic regime, is perhaps the most important to our future discussions.",The most important thing in our future discussions is the third feature.,"Ang ikatlong katangian, ang isang pagtitipun - tipon laban sa pagkakaiba - iba sa kahabaan ng mga agos sa espasyo ng estado na siyang pagkakakilanlan ng utos laban sa magulong rehimen, marahil ang pinakamahalaga sa ating mga talakayan sa hinaharap.",Ang pinakamahalagang bagay sa ating mga talakayan sa hinaharap ay ang ikatlong bahagi.
entailment,"Therefore, while protecting our homeland, Americans should be mindful of threats to vital personal and civil liberties.",Americans should pay attention to threats to our liberties.,"Samakatuwid, samantalang ipinagsasanggalang ang ating sariling bayan, dapat isaisip ng mga Amerikano ang mga banta sa mahalagang personal at sibil na mga kalayaan.",Dapat bigyang - pansin ng mga Amerikano ang mga banta sa ating kalayaan.
entailment,"If, if your hand was exposed outside of the pressure suit, your hands would go to about five times the size, if you had a decompression.",your hand could change size if it was exposed outside of the suit.,"Kung, kung ang iyong kamay ay nahantad sa labas ng kasuutang de presyon, ang iyong mga kamay ay aabot ng mga limang ulit ang laki, kung ikaw ay may decompression.",ang iyong kamay ay maaaring magbago ng laki kung ito ay ilalantad sa labas ng terno.
entailment,"NYPD recording, Special Operations Division radio channel, Sept. 11, 2001.",Recordings were made of some radio transmission in September.,"NYPD recording, Special Operations Division radio channel, Set. 11, 2001.",Ang mga rekord ay ginawa sa ilang paghahatid ng radyo noong Setyembre.
entailment,"Student tuition has been raised 12% for 1992-92, a significant increase.",The tuition rate has increased a lot.,"Ang Student Scort ay itinaas ng 12% para sa 1992-92, isang malaking pagtaas.",Ang dami ng namamatay ay dumami nang husto.
entailment,"s great historic moment came in 1864, when its capital, Charlottetown, hosted a meeting of Maritime leaders with delegates from Ontario and Quebec to chart the path to Canada's federal status as a united dominion.",Charlottetown hosted leaders.,"Ang malaking makasaysayang sandali ay dumating noong 1864, nang ang kabisera nito, ang Charlottetown, ay punong - abala sa isang miting ng mga lider ng Maritime na may mga delegado mula sa Ontario at Quebec upang isaplano ang landas patungo sa pederal na kalagayan ng Canada bilang isang nagkakaisang sakop.",Charlottetown ay hosted lider.
entailment,"The U.S. government readily provides copious information about spending on its military forces, including military intelligence.",The US government spends money on their military intelligence.,"Ang pamahalaan ng E.U. ay agad na nagbibigay ng saganang impormasyon tungkol sa paggasta sa militar na mga puwersa nito, pati na ang militar na katalinuhan.",Ang pamahalaan ng Estados Unidos ay gumugugol ng salapi sa kanilang katalinuhang militar.
entailment,Today the site is called the Temple of Heaven Park (Tiantan Gongyuan).,Temple of Heaven Park is kind of new.,Sa ngayon ang lugar ay tinatawag na Templo ng Langit Park (Tiantan Gongyuan).,Ang Templo ng Langit Park ay uri ng bago.
entailment,"The good Dr. Spooner, a kind man with white hair and cherubic face, served New College for a half century as distinguished scholar and able administrator.",Dr. Spooner was a part of New College for decades.,"Ang mabait na si Dr. Spooner, isang mabait na lalaki na may puting buhok at mukhang kerubin, ay naglingkod sa New College sa loob ng kalahating siglo bilang kilalang iskolar at mahusay na administrador.",Si Dr. Spooner ay isang bahagi ng New College sa loob ng mga dekada.
